GO_ID	GO_Name	GO_Category	Enrichment	p_uncorrected	p_fdr_bh	Study_Count	Study_Total	Pop_Count	Pop_Total	Study_Genes	Depth
GO:0045540	regulation of cholesterol biosynthetic process	BP	p	1.0	1.0	0	28	1	230		10
GO:0006509	membrane protein ectodomain proteolysis	BP	p	1.0	1.0	0	28	1	230		7
GO:1902292	cell cycle DNA replication initiation	BP	p	1.0	1.0	0	28	1	230		8
GO:1903421	regulation of synaptic vesicle recycling	BP	p	1.0	1.0	0	28	2	230		5
GO:0050804	modulation of chemical synaptic transmission	BP	p	1.0	1.0	0	28	6	230		6
GO:0099003	vesicle-mediated transport in synapse	BP	p	1.0	1.0	0	28	1	230		5
GO:0033120	positive regulation of RNA splicing	BP	p	1.0	1.0	0	28	1	230		9
GO:0071695	anatomical structure maturation	BP	p	1.0	1.0	0	28	4	230		3
GO:0000281	mitotic cytokinesis	BP	p	1.0	1.0	0	28	1	230		5
GO:0009309	amine biosynthetic process	BP	p	1.0	1.0	0	28	2	230		4
GO:1902914	regulation of protein polyubiquitination	BP	p	1.0	1.0	0	28	1	230		11
GO:0006575	modified amino acid metabolic process	BP	p	1.0	1.0	0	28	2	230		3
GO:0043414	macromolecule methylation	BP	p	1.0	1.0	0	28	1	230		5
GO:1902622	regulation of neutrophil migration	BP	p	1.0	1.0	0	28	2	230		7
GO:0046328	regulation of JNK cascade	BP	p	1.0	1.0	0	28	1	230		8
GO:1901987	regulation of cell cycle phase transition	BP	p	1.0	1.0	0	28	3	230		6
GO:1901401	regulation of tetrapyrrole metabolic process	BP	p	1.0	1.0	0	28	1	230		5
GO:1990959	eosinophil homeostasis	BP	p	1.0	1.0	0	28	1	230		5
GO:0046785	microtubule polymerization	BP	p	1.0	1.0	0	28	1	230		8
GO:0031113	regulation of microtubule polymerization	BP	p	1.0	1.0	0	28	1	230		9
GO:0006826	iron ion transport	BP	p	1.0	1.0	0	28	2	230		8
GO:0019233	sensory perception of pain	BP	p	1.0	1.0	0	28	1	230		5
GO:0046685	response to arsenic-containing substance	BP	p	1.0	1.0	0	28	1	230		3
GO:0032693	negative regulation of interleukin-10 production	BP	p	1.0	1.0	0	28	1	230		10
GO:2001236	regulation of extrinsic apoptotic signaling pathway	BP	p	1.0	1.0	0	28	3	230		7
GO:0034157	positive regulation of toll-like receptor 7 signaling pathway	BP	p	1.0	1.0	0	28	2	230		10
GO:0021885	forebrain cell migration	BP	p	1.0	1.0	0	28	1	230		4
GO:0099140	presynaptic actin cytoskeleton organization	BP	p	1.0	1.0	0	28	1	230		7
GO:0035176	social behavior	BP	p	1.0	1.0	0	28	2	230		3
GO:0019751	polyol metabolic process	BP	p	1.0	1.0	0	28	4	230		5
GO:0060685	regulation of prostatic bud formation	BP	p	1.0	1.0	0	28	1	230		7
GO:0032868	response to insulin	BP	p	1.0	1.0	0	28	3	230		5
GO:0002227	innate immune response in mucosa	BP	p	1.0	1.0	0	28	1	230		8
GO:0016311	dephosphorylation	BP	p	1.0	1.0	0	28	2	230		5
GO:0051489	regulation of filopodium assembly	BP	p	1.0	1.0	0	28	1	230		8
GO:0002343	peripheral B cell selection	BP	p	1.0	1.0	0	28	1	230		3
GO:0061136	regulation of proteasomal protein catabolic process	BP	p	1.0	1.0	0	28	2	230		9
GO:0099152	regulation of neurotransmitter receptor transport, endosome to postsynaptic membrane	BP	p	1.0	1.0	0	28	1	230		9
GO:2000389	regulation of neutrophil extravasation	BP	p	1.0	1.0	0	28	2	230		8
GO:0001539	cilium or flagellum-dependent cell motility	BP	p	1.0	1.0	0	28	3	230		3
GO:0048645	animal organ formation	BP	p	1.0	1.0	0	28	1	230		3
GO:0008088	axo-dendritic transport	BP	p	1.0	1.0	0	28	2	230		7
GO:0032653	regulation of interleukin-10 production	BP	p	1.0	1.0	0	28	1	230		9
GO:0045582	positive regulation of T cell differentiation	BP	p	1.0	1.0	0	28	1	230		10
GO:0002385	mucosal immune response	BP	p	1.0	1.0	0	28	1	230		4
GO:0045738	negative regulation of DNA repair	BP	p	1.0	1.0	0	28	2	230		9
GO:0071902	positive regulation of protein serine/threonine kinase activity	BP	p	1.0	1.0	0	28	2	230		11
GO:0090068	positive regulation of cell cycle process	BP	p	1.0	1.0	0	28	5	230		6
GO:0001666	response to hypoxia	BP	p	1.0	1.0	0	28	2	230		5
GO:0060078	regulation of postsynaptic membrane potential	BP	p	1.0	1.0	0	28	1	230		4
GO:0072300	positive regulation of metanephric glomerulus development	BP	p	1.0	1.0	0	28	1	230		7
GO:0021772	olfactory bulb development	BP	p	1.0	1.0	0	28	1	230		3
GO:0019563	glycerol catabolic process	BP	p	1.0	1.0	0	28	1	230		8
GO:1904478	regulation of intestinal absorption	BP	p	1.0	1.0	0	28	1	230		6
GO:2001242	regulation of intrinsic apoptotic signaling pathway	BP	p	1.0	1.0	0	28	1	230		7
GO:0051057	positive regulation of small GTPase mediated signal transduction	BP	p	1.0	1.0	0	28	1	230		8
GO:0006446	regulation of translational initiation	BP	p	1.0	1.0	0	28	2	230		10
GO:0006221	pyrimidine nucleotide biosynthetic process	BP	p	1.0	1.0	0	28	1	230		9
GO:0006468	protein phosphorylation	BP	p	1.0	1.0	0	28	4	230		6
GO:1902893	regulation of miRNA transcription	BP	p	1.0	1.0	0	28	1	230		10
GO:0050817	coagulation	BP	p	1.0	1.0	0	28	2	230		2
GO:0007076	mitotic chromosome condensation	BP	p	1.0	1.0	0	28	1	230		7
GO:0090103	cochlea morphogenesis	BP	p	1.0	1.0	0	28	1	230		4
GO:0008209	androgen metabolic process	BP	p	1.0	1.0	0	28	1	230		6
GO:0034162	toll-like receptor 9 signaling pathway	BP	p	1.0	1.0	0	28	1	230		13
GO:0016241	regulation of macroautophagy	BP	p	1.0	1.0	0	28	2	230		7
GO:0031669	cellular response to nutrient levels	BP	p	1.0	1.0	0	28	1	230		3
GO:0007254	JNK cascade	BP	p	1.0	1.0	0	28	2	230		8
GO:0045727	positive regulation of translation	BP	p	1.0	1.0	0	28	3	230		10
GO:0060599	lateral sprouting involved in mammary gland duct morphogenesis	BP	p	1.0	1.0	0	28	1	230		6
GO:0034976	response to endoplasmic reticulum stress	BP	p	1.0	1.0	0	28	1	230		4
GO:0008211	glucocorticoid metabolic process	BP	p	1.0	1.0	0	28	1	230		6
GO:0010453	regulation of cell fate commitment	BP	p	1.0	1.0	0	28	1	230		4
GO:0010976	positive regulation of neuron projection development	BP	p	1.0	1.0	0	28	4	230		8
GO:0002016	regulation of blood volume by renin-angiotensin	BP	p	1.0	1.0	0	28	1	230		8
GO:0043627	response to estrogen	BP	p	1.0	1.0	0	28	1	230		4
GO:0030833	regulation of actin filament polymerization	BP	p	1.0	1.0	0	28	1	230		10
GO:0051491	positive regulation of filopodium assembly	BP	p	1.0	1.0	0	28	1	230		9
GO:0015844	monoamine transport	BP	p	1.0	1.0	0	28	1	230		5
GO:2001234	negative regulation of apoptotic signaling pathway	BP	p	1.0	1.0	0	28	2	230		7
GO:0002441	histamine secretion involved in inflammatory response	BP	p	1.0	1.0	0	28	1	230		8
GO:0007186	G protein-coupled receptor signaling pathway	BP	p	1.0	1.0	2	28	17	230	FLNA,HTR2C	5
GO:0009889	regulation of biosynthetic process	BP	p	1.0	1.0	8	28	70	230	FAM50A,FLNA,HTR2C,KDM6A,MID2,RPL10,TAFAZZIN,TSC22D3	5
GO:0044458	motile cilium assembly	BP	p	1.0	1.0	0	28	1	230		8
GO:0035640	exploration behavior	BP	p	1.0	1.0	0	28	1	230		3
GO:0043029	T cell homeostasis	BP	p	1.0	1.0	0	28	1	230		6
GO:0000018	regulation of DNA recombination	BP	p	1.0	1.0	0	28	2	230		8
GO:0071625	vocalization behavior	BP	p	1.0	1.0	0	28	1	230		3
GO:0043489	RNA stabilization	BP	p	1.0	1.0	0	28	1	230		10
GO:0043502	regulation of muscle adaptation	BP	p	1.0	1.0	0	28	1	230		6
GO:0008207	C21-steroid hormone metabolic process	BP	p	1.0	1.0	0	28	1	230		6
GO:0031112	positive regulation of microtubule polymerization or depolymerization	BP	p	1.0	1.0	0	28	1	230		9
GO:1905936	regulation of germ cell proliferation	BP	p	1.0	1.0	0	28	1	230		5
GO:0001708	cell fate specification	BP	p	1.0	1.0	0	28	1	230		3
GO:0010594	regulation of endothelial cell migration	BP	p	1.0	1.0	0	28	2	230		6
GO:0006470	protein dephosphorylation	BP	p	1.0	1.0	0	28	1	230		6
GO:0006303	double-strand break repair via nonhomologous end joining	BP	p	1.0	1.0	0	28	1	230		9
GO:0042327	positive regulation of phosphorylation	BP	p	1.0	1.0	0	28	2	230		8
GO:0002718	regulation of cytokine production involved in immune response	BP	p	1.0	1.0	0	28	1	230		9
GO:0016037	light absorption	BP	p	1.0	1.0	0	28	4	230		2
GO:0048663	neuron fate commitment	BP	p	1.0	1.0	0	28	1	230		4
GO:0001510	RNA methylation	BP	p	1.0	1.0	0	28	1	230		8
GO:0050790	regulation of catalytic activity	BP	p	1.0	1.0	0	28	4	230		3
GO:0008542	visual learning	BP	p	1.0	1.0	0	28	1	230		8
GO:0002285	lymphocyte activation involved in immune response	BP	p	1.0	1.0	0	28	1	230		5
GO:0016358	dendrite development	BP	p	1.0	1.0	0	28	2	230		7
GO:0090279	regulation of calcium ion import	BP	p	1.0	1.0	0	28	1	230		8
GO:0042770	signal transduction in response to DNA damage	BP	p	1.0	1.0	0	28	1	230		6
GO:0070167	regulation of biomineral tissue development	BP	p	1.0	1.0	0	28	1	230		5
GO:0002693	positive regulation of cellular extravasation	BP	p	1.0	1.0	0	28	2	230		8
GO:0010972	negative regulation of G2/M transition of mitotic cell cycle	BP	p	1.0	1.0	0	28	2	230		9
GO:0042401	biogenic amine biosynthetic process	BP	p	1.0	1.0	0	28	2	230		5
GO:0042110	T cell activation	BP	p	1.0	1.0	0	28	2	230		5
GO:0070129	regulation of mitochondrial translation	BP	p	1.0	1.0	0	28	1	230		10
GO:0090557	establishment of endothelial intestinal barrier	BP	p	1.0	1.0	0	28	1	230		7
GO:0008625	extrinsic apoptotic signaling pathway via death domain receptors	BP	p	1.0	1.0	0	28	1	230		7
GO:0043401	steroid hormone receptor signaling pathway	BP	p	1.0	1.0	0	28	1	230		6
GO:0051387	negative regulation of neurotrophin TRK receptor signaling pathway	BP	p	1.0	1.0	0	28	1	230		7
GO:0044743	protein transmembrane import into intracellular organelle	BP	p	1.0	1.0	0	28	1	230		8
GO:0099116	tRNA 5'-end processing	BP	p	1.0	1.0	0	28	1	230		9
GO:0045637	regulation of myeloid cell differentiation	BP	p	1.0	1.0	0	28	1	230		7
GO:0007033	vacuole organization	BP	p	1.0	1.0	0	28	1	230		5
GO:0051301	cell division	BP	p	1.0	1.0	0	28	3	230		2
GO:0120193	tight junction organization	BP	p	1.0	1.0	0	28	1	230		6
GO:0043009	chordate embryonic development	BP	p	1.0	1.0	0	28	1	230		6
GO:0015931	nucleobase-containing compound transport	BP	p	1.0	1.0	0	28	2	230		5
GO:0051386	regulation of neurotrophin TRK receptor signaling pathway	BP	p	1.0	1.0	0	28	1	230		6
GO:0043043	peptide biosynthetic process	BP	p	1.0	1.0	0	28	1	230		4
GO:0046459	short-chain fatty acid metabolic process	BP	p	1.0	1.0	0	28	1	230		9
GO:0042398	modified amino acid biosynthetic process	BP	p	1.0	1.0	0	28	1	230		4
GO:0002866	positive regulation of acute inflammatory response to antigenic stimulus	BP	p	1.0	1.0	0	28	1	230		9
GO:0048667	cell morphogenesis involved in neuron differentiation	BP	p	1.0	1.0	0	28	1	230		4
GO:2000254	regulation of male germ cell proliferation	BP	p	1.0	1.0	0	28	1	230		6
GO:0002335	mature B cell differentiation	BP	p	1.0	1.0	0	28	1	230		8
GO:0046710	GDP metabolic process	BP	p	1.0	1.0	0	28	1	230		10
GO:0031399	regulation of protein modification process	BP	p	1.0	1.0	0	28	5	230		7
GO:0009081	branched-chain amino acid metabolic process	BP	p	1.0	1.0	0	28	1	230		7
GO:0045776	negative regulation of blood pressure	BP	p	1.0	1.0	0	28	1	230		4
GO:0019322	pentose biosynthetic process	BP	p	1.0	1.0	0	28	1	230		7
GO:0038203	TORC2 signaling	BP	p	1.0	1.0	0	28	1	230		7
GO:0002437	inflammatory response to antigenic stimulus	BP	p	1.0	1.0	0	28	1	230		5
GO:0016073	snRNA metabolic process	BP	p	1.0	1.0	0	28	1	230		7
GO:0060711	labyrinthine layer development	BP	p	1.0	1.0	0	28	1	230		3
GO:1903034	regulation of response to wounding	BP	p	1.0	1.0	0	28	1	230		5
GO:0016236	macroautophagy	BP	p	1.0	1.0	0	28	1	230		5
GO:0043535	regulation of blood vessel endothelial cell migration	BP	p	1.0	1.0	0	28	2	230		7
GO:0052646	alditol phosphate metabolic process	BP	p	1.0	1.0	0	28	1	230		5
GO:0051354	negative regulation of oxidoreductase activity	BP	p	1.0	1.0	0	28	1	230		5
GO:0072298	regulation of metanephric glomerulus development	BP	p	1.0	1.0	0	28	1	230		6
GO:0010389	regulation of G2/M transition of mitotic cell cycle	BP	p	1.0	1.0	0	28	2	230		8
GO:0043331	response to dsRNA	BP	p	1.0	1.0	0	28	1	230		4
GO:0046928	regulation of neurotransmitter secretion	BP	p	1.0	1.0	0	28	1	230		7
GO:0006984	ER-nucleus signaling pathway	BP	p	1.0	1.0	0	28	1	230		6
GO:0042256	cytosolic ribosome assembly	BP	p	1.0	1.0	0	28	1	230		8
GO:0071226	cellular response to molecule of fungal origin	BP	p	1.0	1.0	0	28	1	230		5
GO:0009712	catechol-containing compound metabolic process	BP	p	1.0	1.0	0	28	1	230		4
GO:0030150	protein import into mitochondrial matrix	BP	p	1.0	1.0	0	28	1	230		7
GO:0010611	regulation of cardiac muscle hypertrophy	BP	p	1.0	1.0	0	28	1	230		7
GO:0051231	spindle elongation	BP	p	1.0	1.0	0	28	1	230		3
GO:0046470	phosphatidylcholine metabolic process	BP	p	1.0	1.0	0	28	1	230		7
GO:0071543	diphosphoinositol polyphosphate metabolic process	BP	p	1.0	1.0	0	28	2	230		7
GO:0018958	phenol-containing compound metabolic process	BP	p	1.0	1.0	0	28	1	230		3
GO:0071375	cellular response to peptide hormone stimulus	BP	p	1.0	1.0	0	28	1	230		5
GO:0097745	mitochondrial tRNA 5'-end processing	BP	p	1.0	1.0	0	28	1	230		10
GO:0019627	urea metabolic process	BP	p	1.0	1.0	0	28	1	230		4
GO:0031396	regulation of protein ubiquitination	BP	p	1.0	1.0	0	28	2	230		10
GO:0060740	prostate gland epithelium morphogenesis	BP	p	1.0	1.0	0	28	1	230		5
GO:2000134	negative regulation of G1/S transition of mitotic cell cycle	BP	p	1.0	1.0	0	28	1	230		9
GO:0006493	protein O-linked glycosylation	BP	p	1.0	1.0	0	28	1	230		7
GO:0006270	DNA replication initiation	BP	p	1.0	1.0	0	28	1	230		7
GO:0043030	regulation of macrophage activation	BP	p	1.0	1.0	0	28	1	230		6
GO:0000578	embryonic axis specification	BP	p	1.0	1.0	0	28	1	230		4
GO:0043086	negative regulation of catalytic activity	BP	p	1.0	1.0	0	28	1	230		4
GO:0032486	Rap protein signal transduction	BP	p	1.0	1.0	0	28	1	230		8
GO:0090066	regulation of anatomical structure size	BP	p	1.0	1.0	0	28	2	230		3
GO:0006550	L-isoleucine catabolic process	BP	p	1.0	1.0	0	28	1	230		10
GO:0001819	positive regulation of cytokine production	BP	p	1.0	1.0	0	28	4	230		9
GO:0031123	RNA 3'-end processing	BP	p	1.0	1.0	0	28	2	230		5
GO:0060736	prostate gland growth	BP	p	1.0	1.0	0	28	1	230		4
GO:0009185	ribonucleoside diphosphate metabolic process	BP	p	1.0	1.0	0	28	1	230		8
GO:0050853	B cell receptor signaling pathway	BP	p	1.0	1.0	0	28	1	230		10
GO:0002033	angiotensin-mediated vasodilation involved in regulation of systemic arterial blood pressure	BP	p	1.0	1.0	0	28	1	230		8
GO:0014741	negative regulation of muscle hypertrophy	BP	p	1.0	1.0	0	28	1	230		7
GO:0070887	cellular response to chemical stimulus	BP	p	1.0	1.0	1	28	9	230	ATP6AP1	3
GO:0051026	chiasma assembly	BP	p	1.0	1.0	0	28	1	230		5
GO:0006272	leading strand elongation	BP	p	1.0	1.0	0	28	1	230		9
GO:1904427	positive regulation of calcium ion transmembrane transport	BP	p	1.0	1.0	0	28	1	230		9
GO:0046545	development of primary female sexual characteristics	BP	p	1.0	1.0	0	28	1	230		4
GO:0071391	cellular response to estrogen stimulus	BP	p	1.0	1.0	0	28	1	230		5
GO:0010948	negative regulation of cell cycle process	BP	p	1.0	1.0	0	28	2	230		6
GO:0016310	phosphorylation	BP	p	1.0	1.0	0	28	4	230		5
GO:0006269	DNA replication, synthesis of primer	BP	p	1.0	1.0	0	28	1	230		8
GO:0006997	nucleus organization	BP	p	1.0	1.0	0	28	1	230		5
GO:0032675	regulation of interleukin-6 production	BP	p	1.0	1.0	0	28	1	230		9
GO:1903018	regulation of glycoprotein metabolic process	BP	p	1.0	1.0	0	28	1	230		7
GO:0021549	cerebellum development	BP	p	1.0	1.0	0	28	2	230		3
GO:1902116	negative regulation of organelle assembly	BP	p	1.0	1.0	0	28	3	230		7
GO:0030149	sphingolipid catabolic process	BP	p	1.0	1.0	0	28	1	230		7
GO:0032890	regulation of organic acid transport	BP	p	1.0	1.0	0	28	1	230		5
GO:0021843	substrate-independent telencephalic tangential interneuron migration	BP	p	1.0	1.0	0	28	1	230		7
GO:1900087	positive regulation of G1/S transition of mitotic cell cycle	BP	p	1.0	1.0	0	28	1	230		9
GO:0032917	polyamine acetylation	BP	p	1.0	1.0	0	28	1	230		6
GO:0050730	regulation of peptidyl-tyrosine phosphorylation	BP	p	1.0	1.0	0	28	1	230		9
GO:0007584	response to nutrient	BP	p	1.0	1.0	0	28	1	230		3
GO:1902932	positive regulation of alcohol biosynthetic process	BP	p	1.0	1.0	0	28	1	230		7
GO:0043603	amide metabolic process	BP	p	1.0	1.0	0	28	5	230		3
GO:1902017	regulation of cilium assembly	BP	p	1.0	1.0	0	28	2	230		8
GO:0022409	positive regulation of cell-cell adhesion	BP	p	1.0	1.0	0	28	3	230		6
GO:0051058	negative regulation of small GTPase mediated signal transduction	BP	p	1.0	1.0	0	28	1	230		8
GO:1901264	carbohydrate derivative transport	BP	p	1.0	1.0	0	28	1	230		4
GO:0051966	regulation of synaptic transmission, glutamatergic	BP	p	1.0	1.0	0	28	2	230		7
GO:0045931	positive regulation of mitotic cell cycle	BP	p	1.0	1.0	0	28	2	230		6
GO:0006098	pentose-phosphate shunt	BP	p	1.0	1.0	0	28	1	230		11
GO:0042752	regulation of circadian rhythm	BP	p	1.0	1.0	0	28	2	230		3
GO:0170044	non-proteinogenic amino acid catabolic process	BP	p	1.0	1.0	0	28	1	230		8
GO:0002035	brain renin-angiotensin system	BP	p	1.0	1.0	0	28	1	230		9
GO:0044089	positive regulation of cellular component biogenesis	BP	p	1.0	1.0	1	28	11	230	FLNA	5
GO:0048259	regulation of receptor-mediated endocytosis	BP	p	1.0	1.0	0	28	1	230		7
GO:0031667	response to nutrient levels	BP	p	1.0	1.0	0	28	4	230		2
GO:0035150	regulation of tube size	BP	p	1.0	1.0	0	28	1	230		4
GO:0019218	regulation of steroid metabolic process	BP	p	1.0	1.0	0	28	1	230		7
GO:0003341	cilium movement	BP	p	1.0	1.0	0	28	3	230		4
GO:2000780	negative regulation of double-strand break repair	BP	p	1.0	1.0	0	28	2	230		10
GO:0099158	regulation of recycling endosome localization within postsynapse	BP	p	1.0	1.0	0	28	1	230		6
GO:0030855	epithelial cell differentiation	BP	p	1.0	1.0	0	28	2	230		4
GO:0097272	ammonium homeostasis	BP	p	1.0	1.0	0	28	1	230		4
GO:0048799	animal organ maturation	BP	p	1.0	1.0	0	28	1	230		4
GO:0045428	regulation of nitric oxide biosynthetic process	BP	p	1.0	1.0	0	28	1	230		6
GO:0060251	regulation of glial cell proliferation	BP	p	1.0	1.0	0	28	1	230		5
GO:0060768	regulation of epithelial cell proliferation involved in prostate gland development	BP	p	1.0	1.0	0	28	1	230		6
GO:0032232	negative regulation of actin filament bundle assembly	BP	p	1.0	1.0	0	28	1	230		10
GO:0010561	negative regulation of glycoprotein biosynthetic process	BP	p	1.0	1.0	0	28	1	230		9
GO:0007624	ultradian rhythm	BP	p	1.0	1.0	0	28	1	230		2
GO:0002695	negative regulation of leukocyte activation	BP	p	1.0	1.0	0	28	2	230		6
GO:1901292	nucleoside phosphate catabolic process	BP	p	1.0	1.0	0	28	2	230		7
GO:0071456	cellular response to hypoxia	BP	p	1.0	1.0	0	28	1	230		6
GO:0043524	negative regulation of neuron apoptotic process	BP	p	1.0	1.0	0	28	3	230		7
GO:0140331	aminophospholipid translocation	BP	p	1.0	1.0	0	28	1	230		8
GO:0141111	positive regulation of cGAS/STING signaling pathway	BP	p	1.0	1.0	0	28	1	230		9
GO:0006941	striated muscle contraction	BP	p	1.0	1.0	0	28	2	230		5
GO:0016485	protein processing	BP	p	1.0	1.0	0	28	1	230		6
GO:0046394	carboxylic acid biosynthetic process	BP	p	1.0	1.0	0	28	2	230		7
GO:0072148	epithelial cell fate commitment	BP	p	1.0	1.0	0	28	1	230		4
GO:1902749	regulation of cell cycle G2/M phase transition	BP	p	1.0	1.0	0	28	2	230		7
GO:0051588	regulation of neurotransmitter transport	BP	p	1.0	1.0	0	28	1	230		5
GO:0010968	regulation of microtubule nucleation	BP	p	1.0	1.0	0	28	1	230		10
GO:0001885	endothelial cell development	BP	p	1.0	1.0	0	28	1	230		5
GO:0002721	regulation of B cell cytokine production	BP	p	1.0	1.0	0	28	1	230		10
GO:0046580	negative regulation of Ras protein signal transduction	BP	p	1.0	1.0	0	28	1	230		9
GO:0030851	granulocyte differentiation	BP	p	1.0	1.0	0	28	1	230		6
GO:0001974	blood vessel remodeling	BP	p	1.0	1.0	0	28	1	230		3
GO:0035418	protein localization to synapse	BP	p	1.0	1.0	0	28	1	230		5
GO:0051148	negative regulation of muscle cell differentiation	BP	p	1.0	1.0	0	28	2	230		6
GO:0036490	regulation of translation in response to endoplasmic reticulum stress	BP	p	1.0	1.0	0	28	1	230		11
GO:0051606	detection of stimulus	BP	p	1.0	1.0	0	28	5	230		2
GO:0035264	multicellular organism growth	BP	p	1.0	1.0	0	28	1	230		3
GO:0006307	DNA alkylation repair	BP	p	1.0	1.0	0	28	1	230		8
GO:1990253	cellular response to leucine starvation	BP	p	1.0	1.0	0	28	1	230		6
GO:1903900	regulation of viral life cycle	BP	p	1.0	1.0	0	28	1	230		4
GO:0009126	purine nucleoside monophosphate metabolic process	BP	p	1.0	1.0	0	28	1	230		8
GO:0006415	translational termination	BP	p	1.0	1.0	0	28	1	230		6
GO:0002028	regulation of sodium ion transport	BP	p	1.0	1.0	0	28	1	230		7
GO:0071394	cellular response to testosterone stimulus	BP	p	1.0	1.0	0	28	1	230		6
GO:0000280	nuclear division	BP	p	1.0	1.0	0	28	1	230		6
GO:0001810	regulation of type I hypersensitivity	BP	p	1.0	1.0	0	28	1	230		10
GO:0051781	positive regulation of cell division	BP	p	1.0	1.0	0	28	4	230		5
GO:1905330	regulation of morphogenesis of an epithelium	BP	p	1.0	1.0	0	28	3	230		5
GO:0007379	segment specification	BP	p	1.0	1.0	0	28	1	230		3
GO:0032271	regulation of protein polymerization	BP	p	1.0	1.0	0	28	2	230		6
GO:0007043	cell-cell junction assembly	BP	p	1.0	1.0	0	28	1	230		6
GO:0007189	adenylate cyclase-activating G protein-coupled receptor signaling pathway	BP	p	1.0	1.0	0	28	2	230		7
GO:0046330	positive regulation of JNK cascade	BP	p	1.0	1.0	0	28	1	230		9
GO:0031398	positive regulation of protein ubiquitination	BP	p	1.0	1.0	0	28	2	230		11
GO:0043406	positive regulation of MAP kinase activity	BP	p	1.0	1.0	0	28	1	230		12
GO:0014706	striated muscle tissue development	BP	p	1.0	1.0	0	28	1	230		5
GO:1905962	glutamatergic neuron differentiation	BP	p	1.0	1.0	0	28	1	230		5
GO:0014009	glial cell proliferation	BP	p	1.0	1.0	0	28	1	230		3
GO:0032647	regulation of interferon-alpha production	BP	p	1.0	1.0	0	28	1	230		10
GO:0030258	lipid modification	BP	p	1.0	1.0	0	28	2	230		5
GO:0006626	protein targeting to mitochondrion	BP	p	1.0	1.0	0	28	2	230		6
GO:0007586	digestion	BP	p	1.0	1.0	0	28	1	230		2
GO:0046578	regulation of Ras protein signal transduction	BP	p	1.0	1.0	0	28	1	230		8
GO:0045670	regulation of osteoclast differentiation	BP	p	1.0	1.0	0	28	1	230		9
GO:0008016	regulation of heart contraction	BP	p	1.0	1.0	0	28	2	230		6
GO:0006606	protein import into nucleus	BP	p	1.0	1.0	0	28	1	230		8
GO:0061041	regulation of wound healing	BP	p	1.0	1.0	0	28	1	230		6
GO:0009581	detection of external stimulus	BP	p	1.0	1.0	0	28	4	230		3
GO:2000765	regulation of cytoplasmic translation	BP	p	1.0	1.0	0	28	2	230		10
GO:0061339	establishment or maintenance of monopolar cell polarity	BP	p	1.0	1.0	0	28	1	230		3
GO:0031570	DNA integrity checkpoint signaling	BP	p	1.0	1.0	0	28	1	230		9
GO:0002920	regulation of humoral immune response	BP	p	1.0	1.0	0	28	1	230		5
GO:0090205	positive regulation of cholesterol metabolic process	BP	p	1.0	1.0	0	28	1	230		9
GO:0060759	regulation of response to cytokine stimulus	BP	p	1.0	1.0	0	28	1	230		4
GO:0050884	neuromuscular process controlling posture	BP	p	1.0	1.0	0	28	1	230		5
GO:1904038	regulation of iron export across plasma membrane	BP	p	1.0	1.0	0	28	1	230		9
GO:0007608	sensory perception of smell	BP	p	1.0	1.0	0	28	1	230		6
GO:0031333	negative regulation of protein-containing complex assembly	BP	p	1.0	1.0	0	28	1	230		6
GO:0009266	response to temperature stimulus	BP	p	1.0	1.0	0	28	2	230		3
GO:0099149	regulation of postsynaptic neurotransmitter receptor internalization	BP	p	1.0	1.0	0	28	1	230		9
GO:0030198	extracellular matrix organization	BP	p	1.0	1.0	0	28	1	230		5
GO:0009566	fertilization	BP	p	1.0	1.0	0	28	2	230		2
GO:0040029	epigenetic regulation of gene expression	BP	p	1.0	1.0	0	28	2	230		8
GO:0042129	regulation of T cell proliferation	BP	p	1.0	1.0	0	28	2	230		8
GO:0019405	alditol catabolic process	BP	p	1.0	1.0	0	28	1	230		7
GO:0033145	positive regulation of intracellular steroid hormone receptor signaling pathway	BP	p	1.0	1.0	0	28	1	230		8
GO:0046716	muscle cell cellular homeostasis	BP	p	1.0	1.0	0	28	1	230		3
GO:0008063	Toll signaling pathway	BP	p	1.0	1.0	0	28	1	230		6
GO:0071684	organism emergence from protective structure	BP	p	1.0	1.0	0	28	1	230		2
GO:0090257	regulation of muscle system process	BP	p	1.0	1.0	0	28	2	230		5
GO:0006402	mRNA catabolic process	BP	p	1.0	1.0	0	28	2	230		9
GO:0051259	protein complex oligomerization	BP	p	1.0	1.0	0	28	3	230		6
GO:0006085	acetyl-CoA biosynthetic process	BP	p	1.0	1.0	0	28	1	230		9
GO:0008215	spermine metabolic process	BP	p	1.0	1.0	0	28	1	230		6
GO:0009451	RNA modification	BP	p	1.0	1.0	0	28	1	230		7
GO:0031294	lymphocyte costimulation	BP	p	1.0	1.0	0	28	1	230		8
GO:0071630	nuclear protein quality control by the ubiquitin-proteasome system	BP	p	1.0	1.0	0	28	1	230		10
GO:0007249	canonical NF-kappaB signal transduction	BP	p	1.0	1.0	0	28	2	230		7
GO:0030832	regulation of actin filament length	BP	p	1.0	1.0	0	28	1	230		8
GO:0038060	nitric oxide-cGMP-mediated signaling	BP	p	1.0	1.0	0	28	1	230		8
GO:0110020	regulation of actomyosin structure organization	BP	p	1.0	1.0	0	28	1	230		8
GO:0044241	lipid digestion	BP	p	1.0	1.0	0	28	1	230		3
