Gene	GO_ID	GO_Name	GO_Category	Evidence	In_X_Selection	In_All_X
CASK	GO:0090280	positive regulation of calcium ion import	Process	IEA	True	True
CASK	GO:0090288	negative regulation of cellular response to growth factor stimulus	Process	IMP	True	True
CASK	GO:0098685	Schaffer collateral - CA1 synapse	Component	IEA	True	True
CASK	GO:0106310	protein serine kinase activity	Function	IEA	True	True
CASK	GO:2000300	regulation of synaptic vesicle exocytosis	Process	IEA	True	True
PAGE1	GO:0005515	protein binding	Function	IPI	True	True
GYG2	GO:0005515	protein binding	Function	IPI	True	True
GYG2	GO:0005634	nucleus	Component	IEA	True	True
GYG2	GO:0005737	cytoplasm	Component	IBA	True	True
GYG2	GO:0005737	cytoplasm	Component	IEA	True	True
GYG2	GO:0005737	cytoplasm	Component	ISS	True	True
GYG2	GO:0005737	cytoplasm	Component	ISS	True	True
GYG2	GO:0005829	cytosol	Component	TAS	True	True
GYG2	GO:0005978	glycogen biosynthetic process	Process	IDA	True	True
GYG2	GO:0005978	glycogen biosynthetic process	Process	IEA	True	True
GYG2	GO:0005978	glycogen biosynthetic process	Process	TAS	True	True
GYG2	GO:0008466	glycogenin glucosyltransferase activity	Function	EXP	True	True
GYG2	GO:0008466	glycogenin glucosyltransferase activity	Function	IDA	True	True
GYG2	GO:0008466	glycogenin glucosyltransferase activity	Function	IEA	True	True
GYG2	GO:0016740	transferase activity	Function	IEA	True	True
GYG2	GO:0016757	glycosyltransferase activity	Function	IBA	True	True
GYG2	GO:0016757	glycosyltransferase activity	Function	IEA	True	True
GYG2	GO:0046872	metal ion binding	Function	IEA	True	True
CLDN2	GO:0002227	innate immune response in mucosa	Process	IEA	True	True
CLDN2	GO:0002227	innate immune response in mucosa	Process	ISS	True	True
CLDN2	GO:0005198	structural molecule activity	Function	IEA	True	True
CLDN2	GO:0005515	protein binding	Function	IPI	True	True
CLDN2	GO:0005654	nucleoplasm	Component	IDA	True	True
CLDN2	GO:0005886	plasma membrane	Component	IBA	True	True
CLDN2	GO:0005886	plasma membrane	Component	IDA	True	True
CLDN2	GO:0005886	plasma membrane	Component	IEA	True	True
CLDN2	GO:0005911	cell-cell junction	Component	IDA	True	True
CLDN2	GO:0005923	bicellular tight junction	Component	IBA	True	True
CLDN2	GO:0005923	bicellular tight junction	Component	IEA	True	True
CLDN2	GO:0005923	bicellular tight junction	Component	ISS	True	True
CLDN2	GO:0016020	membrane	Component	IEA	True	True
CLDN2	GO:0016338	calcium-independent cell-cell adhesion via plasma membrane cell-adhesion molecules	Process	IBA	True	True
CLDN2	GO:0016338	calcium-independent cell-cell adhesion via plasma membrane cell-adhesion molecules	Process	IEA	True	True
CLDN2	GO:0016338	calcium-independent cell-cell adhesion via plasma membrane cell-adhesion molecules	Process	ISS	True	True
CLDN2	GO:0030054	cell junction	Component	IDA	True	True
CLDN2	GO:0042802	identical protein binding	Function	IDA	True	True
CLDN2	GO:0042802	identical protein binding	Function	IEA	True	True
CLDN2	GO:0042802	identical protein binding	Function	ISS	True	True
CLDN2	GO:0070160	tight junction	Component	IDA	True	True
CLDN2	GO:0070160	tight junction	Component	IEA	True	True
CLDN2	GO:0070161	anchoring junction	Component	IEA	True	True
CLDN2	GO:0070830	bicellular tight junction assembly	Process	IBA	True	True
CLDN2	GO:0098609	cell-cell adhesion	Process	IEA	True	True
CLDN2	GO:0098609	cell-cell adhesion	Process	ISS	True	True
CLDN2	GO:0120188	regulation of bile acid secretion	Process	IEA	True	True
CLDN2	GO:0120188	regulation of bile acid secretion	Process	ISS	True	True
CLDN2	GO:0160184	paracellular transport	Process	IDA	True	True
CLDN2	GO:0160184	paracellular transport	Process	IEA	True	True
CLDN2	GO:0160187	paracellular tight junction channel activity	Function	IDA	True	True
CLDN2	GO:0160187	paracellular tight junction channel activity	Function	IEA	True	True
CLDN2	GO:1903985	regulation of intestinal D-glucose absorption	Process	IEA	True	True
CLDN2	GO:1903985	regulation of intestinal D-glucose absorption	Process	ISS	True	True
CLDN2	GO:1904729	regulation of intestinal lipid absorption	Process	IEA	True	True
CLDN2	GO:1904729	regulation of intestinal lipid absorption	Process	ISS	True	True
FAM50A	GO:0003723	RNA binding	Function	HDA	True	True
FAM50A	GO:0005515	protein binding	Function	IPI	True	True
FAM50A	GO:0005634	nucleus	Component	IBA	True	True
FAM50A	GO:0005634	nucleus	Component	IDA	True	True
FAM50A	GO:0005634	nucleus	Component	IEA	True	True
FAM50A	GO:0005634	nucleus	Component	NAS	True	True
FAM50A	GO:0005654	nucleoplasm	Component	IDA	True	True
FAM50A	GO:0005654	nucleoplasm	Component	TAS	True	True
FAM50A	GO:0006325	chromatin organization	Process	IBA	True	True
FAM50A	GO:0006397	mRNA processing	Process	IEA	True	True
FAM50A	GO:0007283	spermatogenesis	Process	NAS	True	True
FAM50A	GO:0008380	RNA splicing	Process	IEA	True	True
FAM50A	GO:0043484	regulation of RNA splicing	Process	IMP	True	True
REPS2	GO:0005509	calcium ion binding	Function	IEA	True	True
REPS2	GO:0005509	calcium ion binding	Function	TAS	True	True
REPS2	GO:0005515	protein binding	Function	IPI	True	True
REPS2	GO:0005737	cytoplasm	Component	IBA	True	True
REPS2	GO:0005737	cytoplasm	Component	IEA	True	True
REPS2	GO:0005829	cytosol	Component	IEA	True	True
REPS2	GO:0005829	cytosol	Component	TAS	True	True
REPS2	GO:0005886	plasma membrane	Component	IBA	True	True
REPS2	GO:0006897	endocytosis	Process	IBA	True	True
REPS2	GO:0007173	epidermal growth factor receptor signaling pathway	Process	TAS	True	True
REPS2	GO:0016197	endosomal transport	Process	IBA	True	True
REPS2	GO:0030674	protein-macromolecule adaptor activity	Function	IBA	True	True
REPS2	GO:0046872	metal ion binding	Function	IEA	True	True
REPS2	GO:0065003	protein-containing complex assembly	Process	TAS	True	True
ITM2A	GO:0001540	amyloid-beta binding	Function	IBA	True	True
ITM2A	GO:0002317	plasma cell differentiation	Process	IEA	True	True
ITM2A	GO:0005515	protein binding	Function	IPI	True	True
ITM2A	GO:0005794	Golgi apparatus	Component	IBA	True	True
ITM2A	GO:0005886	plasma membrane	Component	IBA	True	True
ITM2A	GO:0016020	membrane	Component	IEA	True	True
ITM2A	GO:0042985	negative regulation of amyloid precursor protein biosynthetic process	Process	IBA	True	True
MAGED1	GO:0000122	negative regulation of transcription by RNA polymerase II	Process	IBA	True	True
MAGED1	GO:0000785	chromatin	Component	IEA	True	True
MAGED1	GO:0000785	chromatin	Component	ISS	True	True
MAGED1	GO:0003713	transcription coactivator activity	Function	IEA	True	True
MAGED1	GO:0005515	protein binding	Function	IPI	True	True
MAGED1	GO:0005634	nucleus	Component	IBA	True	True
MAGED1	GO:0005634	nucleus	Component	IEA	True	True
MAGED1	GO:0005634	nucleus	Component	ISS	True	True
MAGED1	GO:0005737	cytoplasm	Component	IEA	True	True
MAGED1	GO:0005829	cytosol	Component	TAS	True	True
MAGED1	GO:0005886	plasma membrane	Component	IEA	True	True
MAGED1	GO:0006355	regulation of DNA-templated transcription	Process	TAS	True	True
MAGED1	GO:0006357	regulation of transcription by RNA polymerase II	Process	IEA	True	True
MAGED1	GO:0016020	membrane	Component	IEA	True	True
MAGED1	GO:0032922	circadian regulation of gene expression	Process	IEA	True	True
MAGED1	GO:0032922	circadian regulation of gene expression	Process	ISS	True	True
MAGED1	GO:0032991	protein-containing complex	Component	IDA	True	True
MAGED1	GO:0034504	protein localization to nucleus	Process	IEA	True	True
MAGED1	GO:0042752	regulation of circadian rhythm	Process	IEA	True	True
MAGED1	GO:0042802	identical protein binding	Function	IPI	True	True
MAGED1	GO:0042981	regulation of apoptotic process	Process	TAS	True	True
MAGED1	GO:0045892	negative regulation of DNA-templated transcription	Process	IEA	True	True
MAGED1	GO:0045893	positive regulation of DNA-templated transcription	Process	IEA	True	True
MAGED1	GO:0048511	rhythmic process	Process	IEA	True	True
MAGED1	GO:0050680	negative regulation of epithelial cell proliferation	Process	IDA	True	True
MAGED1	GO:0090190	positive regulation of branching involved in ureteric bud morphogenesis	Process	IEA	True	True
MAGED1	GO:1900181	negative regulation of protein localization to nucleus	Process	IEA	True	True
MAGED1	GO:2001235	positive regulation of apoptotic signaling pathway	Process	IEA	True	True
STARD8	GO:0005096	GTPase activator activity	Function	IBA	True	True
STARD8	GO:0005096	GTPase activator activity	Function	IEA	True	True
STARD8	GO:0005925	focal adhesion	Component	IEA	True	True
STARD8	GO:0007165	signal transduction	Process	IEA	True	True
STARD8	GO:0008289	lipid binding	Function	IEA	True	True
STARD8	GO:0030036	actin cytoskeleton organization	Process	IBA	True	True
STARD8	GO:0035023	regulation of Rho protein signal transduction	Process	IBA	True	True
STARD8	GO:0070161	anchoring junction	Component	IEA	True	True
JADE3	GO:0000123	histone acetyltransferase complex	Component	IBA	True	True
JADE3	GO:0000123	histone acetyltransferase complex	Component	IDA	True	True
JADE3	GO:0000123	histone acetyltransferase complex	Component	IEA	True	True
JADE3	GO:0001558	regulation of cell growth	Process	ISS	True	True
JADE3	GO:0005515	protein binding	Function	IPI	True	True
JADE3	GO:0005654	nucleoplasm	Component	IDA	True	True
JADE3	GO:0006275	regulation of DNA replication	Process	IDA	True	True
JADE3	GO:0006275	regulation of DNA replication	Process	IEA	True	True
JADE3	GO:0006355	regulation of DNA-templated transcription	Process	ISS	True	True
JADE3	GO:0006357	regulation of transcription by RNA polymerase II	Process	IBA	True	True
JADE3	GO:0008270	zinc ion binding	Function	IEA	True	True
JADE3	GO:0046872	metal ion binding	Function	IEA	True	True
JADE3	GO:0051726	regulation of cell cycle	Process	IDA	True	True
JADE3	GO:0051726	regulation of cell cycle	Process	IEA	True	True
JADE3	GO:2000278	regulation of DNA biosynthetic process	Process	IDA	True	True
JADE3	GO:2000278	regulation of DNA biosynthetic process	Process	IEA	True	True
ARMCX2	GO:0005739	mitochondrion	Component	HTP	True	True
ARMCX2	GO:0005739	mitochondrion	Component	IBA	True	True
ARMCX2	GO:0005739	mitochondrion	Component	IEA	True	True
ARMCX2	GO:0005741	mitochondrial outer membrane	Component	IEA	True	True
ARMCX2	GO:0016020	membrane	Component	IEA	True	True
HEPH	GO:0004322	ferroxidase activity	Function	IBA	True	True
HEPH	GO:0004322	ferroxidase activity	Function	IDA	True	True
HEPH	GO:0004322	ferroxidase activity	Function	IEA	True	True
HEPH	GO:0004322	ferroxidase activity	Function	IMP	True	True
HEPH	GO:0005507	copper ion binding	Function	IEA	True	True
HEPH	GO:0005515	protein binding	Function	IPI	True	True
HEPH	GO:0005886	plasma membrane	Component	IBA	True	True
HEPH	GO:0005886	plasma membrane	Component	IEA	True	True
HEPH	GO:0005886	plasma membrane	Component	TAS	True	True
HEPH	GO:0006811	monoatomic ion transport	Process	IEA	True	True
HEPH	GO:0006826	iron ion transport	Process	IEA	True	True
HEPH	GO:0016020	membrane	Component	IEA	True	True
HEPH	GO:0016323	basolateral plasma membrane	Component	IDA	True	True
HEPH	GO:0016323	basolateral plasma membrane	Component	IDA	True	True
HEPH	GO:0016323	basolateral plasma membrane	Component	IEA	True	True
HEPH	GO:0016491	oxidoreductase activity	Function	IEA	True	True
HEPH	GO:0046872	metal ion binding	Function	IEA	True	True
HEPH	GO:0048471	perinuclear region of cytoplasm	Component	IEA	True	True
HEPH	GO:0060586	multicellular organismal-level iron ion homeostasis	Process	IEA	True	True
HEPH	GO:0060586	multicellular organismal-level iron ion homeostasis	Process	ISS	True	True
HEPH	GO:0160179	intestinal iron absorption	Process	IEA	True	True
HEPH	GO:0160179	intestinal iron absorption	Process	ISS	True	True
HEPH	GO:1904040	positive regulation of iron export across plasma membrane	Process	IEA	True	True
HEPH	GO:1904040	positive regulation of iron export across plasma membrane	Process	ISS	True	True
AMMECR1	GO:0005515	protein binding	Function	IPI	True	True
AMMECR1	GO:0005634	nucleus	Component	IBA	True	True
AMMECR1	GO:0005634	nucleus	Component	IDA	True	True
AMMECR1	GO:0005634	nucleus	Component	IEA	True	True
AMMECR1	GO:0005654	nucleoplasm	Component	IDA	True	True
AMMECR1	GO:0005739	mitochondrion	Component	IDA	True	True
PQBP1	GO:0000380	alternative mRNA splicing, via spliceosome	Process	IBA	True	True
PQBP1	GO:0000380	alternative mRNA splicing, via spliceosome	Process	IEA	True	True
PQBP1	GO:0000380	alternative mRNA splicing, via spliceosome	Process	IMP	True	True
PQBP1	GO:0002218	activation of innate immune response	Process	IDA	True	True
PQBP1	GO:0002230	positive regulation of defense response to virus by host	Process	IDA	True	True
PQBP1	GO:0002376	immune system process	Process	IEA	True	True
PQBP1	GO:0003677	DNA binding	Function	TAS	True	True
PQBP1	GO:0003690	double-stranded DNA binding	Function	IDA	True	True
PQBP1	GO:0003713	transcription coactivator activity	Function	TAS	True	True
PQBP1	GO:0005515	protein binding	Function	IPI	True	True
PQBP1	GO:0005634	nucleus	Component	IEA	True	True
PQBP1	GO:0005634	nucleus	Component	TAS	True	True
PQBP1	GO:0005654	nucleoplasm	Component	IDA	True	True
PQBP1	GO:0005654	nucleoplasm	Component	TAS	True	True
PQBP1	GO:0005737	cytoplasm	Component	IBA	True	True
PQBP1	GO:0005737	cytoplasm	Component	IEA	True	True
PQBP1	GO:0005829	cytosol	Component	IDA	True	True
PQBP1	GO:0005929	cilium	Component	IDA	True	True
PQBP1	GO:0006355	regulation of DNA-templated transcription	Process	TAS	True	True
PQBP1	GO:0006397	mRNA processing	Process	IEA	True	True
PQBP1	GO:0008380	RNA splicing	Process	IEA	True	True
PQBP1	GO:0010494	cytoplasmic stress granule	Component	IEA	True	True
PQBP1	GO:0015630	microtubule cytoskeleton	Component	IDA	True	True
PQBP1	GO:0016604	nuclear body	Component	IBA	True	True
PQBP1	GO:0016607	nuclear speck	Component	IDA	True	True
PQBP1	GO:0016607	nuclear speck	Component	IEA	True	True
PQBP1	GO:0016607	nuclear speck	Component	ISS	True	True
PQBP1	GO:0031175	neuron projection development	Process	IEA	True	True
PQBP1	GO:0031175	neuron projection development	Process	ISS	True	True
PQBP1	GO:0032481	positive regulation of type I interferon production	Process	IDA	True	True
PQBP1	GO:0036064	ciliary basal body	Component	IDA	True	True
PQBP1	GO:0043021	ribonucleoprotein complex binding	Function	IBA	True	True
PQBP1	GO:0043021	ribonucleoprotein complex binding	Function	IDA	True	True
PQBP1	GO:0043484	regulation of RNA splicing	Process	IMP	True	True
PQBP1	GO:0045087	innate immune response	Process	IEA	True	True
PQBP1	GO:0045893	positive regulation of DNA-templated transcription	Process	IEA	True	True
PQBP1	GO:0048814	regulation of dendrite morphogenesis	Process	IEA	True	True
PQBP1	GO:0051607	defense response to virus	Process	IDA	True	True
PQBP1	GO:0071360	cellular response to exogenous dsRNA	Process	IDA	True	True
PQBP1	GO:0071598	neuronal ribonucleoprotein granule	Component	IEA	True	True
PQBP1	GO:0120025	plasma membrane bounded cell projection	Component	IEA	True	True
TENM1	GO:0005576	extracellular region	Component	TAS	True	True
TENM1	GO:0005634	nucleus	Component	IEA	True	True
TENM1	GO:0005634	nucleus	Component	ISS	True	True
TENM1	GO:0005737	cytoplasm	Component	IEA	True	True
TENM1	GO:0005737	cytoplasm	Component	ISS	True	True
TENM1	GO:0005783	endoplasmic reticulum	Component	ISS	True	True
TENM1	GO:0005794	Golgi apparatus	Component	ISS	True	True
TENM1	GO:0005856	cytoskeleton	Component	IEA	True	True
TENM1	GO:0005856	cytoskeleton	Component	ISS	True	True
TENM1	GO:0005886	plasma membrane	Component	IEA	True	True
TENM1	GO:0005886	plasma membrane	Component	ISS	True	True
TENM1	GO:0006359	regulation of transcription by RNA polymerase III	Process	ISS	True	True
TENM1	GO:0006955	immune response	Process	TAS	True	True
TENM1	GO:0007165	signal transduction	Process	IEA	True	True
TENM1	GO:0007218	neuropeptide signaling pathway	Process	IEA	True	True
TENM1	GO:0007399	nervous system development	Process	TAS	True	True
TENM1	GO:0008201	heparin binding	Function	TAS	True	True
TENM1	GO:0008285	negative regulation of cell population proliferation	Process	TAS	True	True
TENM1	GO:0016020	membrane	Component	IEA	True	True
TENM1	GO:0016363	nuclear matrix	Component	IEA	True	True
TENM1	GO:0016363	nuclear matrix	Component	ISS	True	True
TENM1	GO:0016607	nuclear speck	Component	IEA	True	True
TENM1	GO:0016607	nuclear speck	Component	ISS	True	True
TENM1	GO:0030838	positive regulation of actin filament polymerization	Process	ISS	True	True
TENM1	GO:0033138	positive regulation of peptidyl-serine phosphorylation	Process	ISS	True	True
TENM1	GO:0042802	identical protein binding	Function	IEA	True	True
TENM1	GO:0042803	protein homodimerization activity	Function	IBA	True	True
TENM1	GO:0042803	protein homodimerization activity	Function	IEA	True	True
TENM1	GO:0042803	protein homodimerization activity	Function	ISS	True	True
TENM1	GO:0043005	neuron projection	Component	IBA	True	True
TENM1	GO:0043406	positive regulation of MAP kinase activity	Process	ISS	True	True
TENM1	GO:0046982	protein heterodimerization activity	Function	IBA	True	True
TENM1	GO:0046982	protein heterodimerization activity	Function	IEA	True	True
TENM1	GO:0046982	protein heterodimerization activity	Function	ISS	True	True
TENM1	GO:0048471	perinuclear region of cytoplasm	Component	ISS	True	True
TENM1	GO:0048666	neuron development	Process	IBA	True	True
TENM1	GO:0050839	cell adhesion molecule binding	Function	IBA	True	True
TENM1	GO:0051491	positive regulation of filopodium assembly	Process	ISS	True	True
TENM1	GO:0090316	positive regulation of intracellular protein transport	Process	ISS	True	True
TIMM17B	GO:0005515	protein binding	Function	IPI	True	True
TIMM17B	GO:0005739	mitochondrion	Component	HTP	True	True
TIMM17B	GO:0005739	mitochondrion	Component	IEA	True	True
TIMM17B	GO:0005743	mitochondrial inner membrane	Component	IDA	True	True
TIMM17B	GO:0005743	mitochondrial inner membrane	Component	IEA	True	True
TIMM17B	GO:0005743	mitochondrial inner membrane	Component	NAS	True	True
TIMM17B	GO:0005744	TIM23 mitochondrial import inner membrane translocase complex	Component	IBA	True	True
TIMM17B	GO:0005744	TIM23 mitochondrial import inner membrane translocase complex	Component	IDA	True	True
TIMM17B	GO:0005744	TIM23 mitochondrial import inner membrane translocase complex	Component	IEA	True	True
TIMM17B	GO:0005744	TIM23 mitochondrial import inner membrane translocase complex	Component	NAS	True	True
TIMM17B	GO:0006626	protein targeting to mitochondrion	Process	TAS	True	True
TIMM17B	GO:0006886	intracellular protein transport	Process	NAS	True	True
TIMM17B	GO:0008320	protein transmembrane transporter activity	Function	IBA	True	True
TIMM17B	GO:0008320	protein transmembrane transporter activity	Function	IEA	True	True
TIMM17B	GO:0015031	protein transport	Process	IEA	True	True
TIMM17B	GO:0016020	membrane	Component	IEA	True	True
TIMM17B	GO:0030150	protein import into mitochondrial matrix	Process	IBA	True	True
TIMM17B	GO:0030150	protein import into mitochondrial matrix	Process	IEA	True	True
SPRY3	GO:0005515	protein binding	Function	IPI	True	True
SPRY3	GO:0005737	cytoplasm	Component	IEA	True	True
SPRY3	GO:0005829	cytosol	Component	IBA	True	True
SPRY3	GO:0007399	nervous system development	Process	IEA	True	True
SPRY3	GO:0009966	regulation of signal transduction	Process	IEA	True	True
SPRY3	GO:0016020	membrane	Component	IEA	True	True
SPRY3	GO:0040037	negative regulation of fibroblast growth factor receptor signaling pathway	Process	IBA	True	True
SPRY3	GO:0043409	negative regulation of MAPK cascade	Process	IMP	True	True
SPRY3	GO:0046580	negative regulation of Ras protein signal transduction	Process	IBA	True	True
SPRY3	GO:0048513	animal organ development	Process	IBA	True	True
SPRY3	GO:0070373	negative regulation of ERK1 and ERK2 cascade	Process	IBA	True	True
SPRY3	GO:0070373	negative regulation of ERK1 and ERK2 cascade	Process	ISS	True	True
SPRY3	GO:0150013	negative regulation of neuron projection arborization	Process	ISS	True	True
RRAGB	GO:0000166	nucleotide binding	Function	IEA	True	True
RRAGB	GO:0003924	GTPase activity	Function	IBA	True	True
RRAGB	GO:0003924	GTPase activity	Function	IEA	True	True
RRAGB	GO:0005515	protein binding	Function	IPI	True	True
RRAGB	GO:0005525	GTP binding	Function	IBA	True	True
RRAGB	GO:0005525	GTP binding	Function	IDA	True	True
RRAGB	GO:0005525	GTP binding	Function	IEA	True	True
RRAGB	GO:0005525	GTP binding	Function	IMP	True	True
RRAGB	GO:0005634	nucleus	Component	IBA	True	True
RRAGB	GO:0005737	cytoplasm	Component	IDA	True	True
RRAGB	GO:0005737	cytoplasm	Component	IEA	True	True
RRAGB	GO:0005764	lysosome	Component	IBA	True	True
RRAGB	GO:0005764	lysosome	Component	IDA	True	True
RRAGB	GO:0005764	lysosome	Component	IEA	True	True
RRAGB	GO:0005765	lysosomal membrane	Component	HDA	True	True
RRAGB	GO:0005765	lysosomal membrane	Component	IEA	True	True
RRAGB	GO:0005829	cytosol	Component	TAS	True	True
RRAGB	GO:0008104	intracellular protein localization	Process	IMP	True	True
RRAGB	GO:0009267	cellular response to starvation	Process	IBA	True	True
RRAGB	GO:0010507	negative regulation of autophagy	Process	IBA	True	True
RRAGB	GO:0016020	membrane	Component	IEA	True	True
RRAGB	GO:0016787	hydrolase activity	Function	IEA	True	True
RRAGB	GO:0032006	regulation of TOR signaling	Process	IGI	True	True
RRAGB	GO:0032008	positive regulation of TOR signaling	Process	IMP	True	True
RRAGB	GO:0032561	guanyl ribonucleotide binding	Function	IDA	True	True
RRAGB	GO:0034198	cellular response to amino acid starvation	Process	IEA	True	True
RRAGB	GO:0034198	cellular response to amino acid starvation	Process	IGI	True	True
RRAGB	GO:0051020	GTPase binding	Function	IPI	True	True
RRAGB	GO:0071230	cellular response to amino acid stimulus	Process	IEA	True	True
RRAGB	GO:0071230	cellular response to amino acid stimulus	Process	IMP	True	True
RRAGB	GO:1904263	positive regulation of TORC1 signaling	Process	IBA	True	True
RRAGB	GO:1904263	positive regulation of TORC1 signaling	Process	IEA	True	True
RRAGB	GO:1904263	positive regulation of TORC1 signaling	Process	IMP	True	True
RRAGB	GO:1990131	Gtr1-Gtr2 GTPase complex	Component	IBA	True	True
RRAGB	GO:1990253	cellular response to leucine starvation	Process	IMP	True	True
SCML2	GO:0003682	chromatin binding	Function	IBA	True	True
SCML2	GO:0005515	protein binding	Function	IPI	True	True
SCML2	GO:0005634	nucleus	Component	IBA	True	True
SCML2	GO:0005634	nucleus	Component	IDA	True	True
SCML2	GO:0005634	nucleus	Component	IEA	True	True
SCML2	GO:0006355	regulation of DNA-templated transcription	Process	IEA	True	True
SCML2	GO:0009653	anatomical structure morphogenesis	Process	IMP	True	True
SCML2	GO:0031519	PcG protein complex	Component	IDA	True	True
SCML2	GO:0042393	histone binding	Function	IBA	True	True
SCML2	GO:0045892	negative regulation of DNA-templated transcription	Process	IBA	True	True
ENOX2	GO:0003676	nucleic acid binding	Function	IEA	True	True
ENOX2	GO:0003723	RNA binding	Function	IEA	True	True
ENOX2	GO:0005515	protein binding	Function	IPI	True	True
ENOX2	GO:0005576	extracellular region	Component	IEA	True	True
ENOX2	GO:0005829	cytosol	Component	TAS	True	True
ENOX2	GO:0005886	plasma membrane	Component	IBA	True	True
ENOX2	GO:0005886	plasma membrane	Component	IEA	True	True
ENOX2	GO:0007624	ultradian rhythm	Process	IDA	True	True
ENOX2	GO:0007624	ultradian rhythm	Process	IEA	True	True
ENOX2	GO:0009897	external side of plasma membrane	Component	IDA	True	True
ENOX2	GO:0009897	external side of plasma membrane	Component	IEA	True	True
ENOX2	GO:0016020	membrane	Component	IEA	True	True
ENOX2	GO:0016491	oxidoreductase activity	Function	IEA	True	True
ENOX2	GO:0022900	electron transport chain	Process	IDA	True	True
ENOX2	GO:0048511	rhythmic process	Process	IEA	True	True
PRDX4	GO:0004601	peroxidase activity	Function	IEA	True	True
PRDX4	GO:0005515	protein binding	Function	IPI	True	True
PRDX4	GO:0005576	extracellular region	Component	TAS	True	True
PRDX4	GO:0005634	nucleus	Component	HDA	True	True
PRDX4	GO:0005737	cytoplasm	Component	IEA	True	True
PRDX4	GO:0005783	endoplasmic reticulum	Component	IBA	True	True
PRDX4	GO:0005783	endoplasmic reticulum	Component	IEA	True	True
PRDX4	GO:0005829	cytosol	Component	IBA	True	True
PRDX4	GO:0005829	cytosol	Component	IEA	True	True
PRDX4	GO:0006979	response to oxidative stress	Process	IBA	True	True
PRDX4	GO:0006979	response to oxidative stress	Process	IEA	True	True
PRDX4	GO:0007252	I-kappaB phosphorylation	Process	TAS	True	True
PRDX4	GO:0007283	spermatogenesis	Process	IEA	True	True
PRDX4	GO:0008379	thioredoxin peroxidase activity	Function	IBA	True	True
PRDX4	GO:0008379	thioredoxin peroxidase activity	Function	TAS	True	True
PRDX4	GO:0008584	male gonad development	Process	IEA	True	True
PRDX4	GO:0016209	antioxidant activity	Function	IEA	True	True
PRDX4	GO:0016491	oxidoreductase activity	Function	IEA	True	True
PRDX4	GO:0030198	extracellular matrix organization	Process	IEA	True	True
PRDX4	GO:0034774	secretory granule lumen	Component	TAS	True	True
PRDX4	GO:0042744	hydrogen peroxide catabolic process	Process	IBA	True	True
PRDX4	GO:0042802	identical protein binding	Function	IEA	True	True
PRDX4	GO:0045454	cell redox homeostasis	Process	IBA	True	True
PRDX4	GO:0045454	cell redox homeostasis	Process	IEA	True	True
PRDX4	GO:0051604	protein maturation	Process	IEA	True	True
PRDX4	GO:0051920	peroxiredoxin activity	Function	IEA	True	True
PRDX4	GO:0060090	molecular adaptor activity	Function	EXP	True	True
PRDX4	GO:0070062	extracellular exosome	Component	HDA	True	True
PRDX4	GO:0072593	reactive oxygen species metabolic process	Process	IEA	True	True
PRDX4	GO:0098869	cellular oxidant detoxification	Process	IEA	True	True
PRDX4	GO:0140313	molecular sequestering activity	Function	IDA	True	True
PRDX4	GO:0140824	thioredoxin-dependent peroxiredoxin activity	Function	IEA	True	True
PRDX4	GO:1904813	ficolin-1-rich granule lumen	Component	TAS	True	True
PRDX4	GO:2000255	negative regulation of male germ cell proliferation	Process	IEA	True	True
CYSLTR1	GO:0001631	cysteinyl leukotriene receptor activity	Function	IBA	True	True
CYSLTR1	GO:0002437	inflammatory response to antigenic stimulus	Process	IEA	True	True
CYSLTR1	GO:0004930	G protein-coupled receptor activity	Function	IEA	True	True
CYSLTR1	GO:0004966	galanin receptor activity	Function	IBA	True	True
CYSLTR1	GO:0004974	leukotriene receptor activity	Function	IEA	True	True
CYSLTR1	GO:0004974	leukotriene receptor activity	Function	TAS	True	True
CYSLTR1	GO:0005886	plasma membrane	Component	IBA	True	True
CYSLTR1	GO:0005886	plasma membrane	Component	IEA	True	True
CYSLTR1	GO:0005886	plasma membrane	Component	TAS	True	True
CYSLTR1	GO:0006816	calcium ion transport	Process	IEA	True	True
CYSLTR1	GO:0006935	chemotaxis	Process	IEA	True	True
CYSLTR1	GO:0006952	defense response	Process	TAS	True	True
CYSLTR1	GO:0007165	signal transduction	Process	IEA	True	True
CYSLTR1	GO:0007166	cell surface receptor signaling pathway	Process	IEA	True	True
CYSLTR1	GO:0007186	G protein-coupled receptor signaling pathway	Process	IEA	True	True
CYSLTR1	GO:0007204	positive regulation of cytosolic calcium ion concentration	Process	TAS	True	True
CYSLTR1	GO:0007218	neuropeptide signaling pathway	Process	IBA	True	True
CYSLTR1	GO:0007585	respiratory gaseous exchange by respiratory system	Process	TAS	True	True
CYSLTR1	GO:0016020	membrane	Component	IEA	True	True
CYSLTR1	GO:0016020	membrane	Component	TAS	True	True
CYSLTR1	GO:0051649	establishment of localization in cell	Process	IEA	True	True
CYSLTR1	GO:0061737	leukotriene signaling pathway	Process	IEA	True	True
PIM2	GO:0000082	G1/S transition of mitotic cell cycle	Process	IDA	True	True
PIM2	GO:0000166	nucleotide binding	Function	IEA	True	True
PIM2	GO:0004672	protein kinase activity	Function	IEA	True	True
PIM2	GO:0004674	protein serine/threonine kinase activity	Function	IBA	True	True
PIM2	GO:0004674	protein serine/threonine kinase activity	Function	IDA	True	True
PIM2	GO:0004674	protein serine/threonine kinase activity	Function	IEA	True	True
